index,duration_sec,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,member_birth_year,member_gender,bike_share_for_all_trip,duration_min,duration_hr,member_age,month,date,day,hour,timeofweek,dayperiod,member_age_group,zip
687142,331,2018-06-21 15:40:45.4720,2018-06-21 15:46:16.759,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,4035,Subscriber,1986.0,Male,No,5.52,0.09,33,June,21,Thursday,15,Weekday,Afternoon,Young Adult,94107
1257289,1817,2018-09-23 19:59:34.6370,2018-09-23 20:29:51.645,50.0,2nd St at Townsend St,37.780526,-122.39028799999998,28.0,The Embarcadero at Bryant St,37.78716801474664,-122.38809792330359,475,Subscriber,1993.0,Male,No,30.28,0.5,26,September,23,Sunday,20,Weekend,Evening,Young Adult,94107
1319555,307,2018-09-13 18:14:19.1370,2018-09-13 18:19:27.032,267.0,Derby St at College Ave,37.8618037,-122.25356869999999,166.0,College Ave at Alcatraz Ave,37.8513755,-122.25252330000001,488,Subscriber,1990.0,Female,No,5.12,0.09,29,September,13,Thursday,18,Weekday,Afternoon,Young Adult,94705
838848,2368,2018-07-28 16:00:59.2060,2018-07-28 16:40:28.193,122.0,19th St at Mission St,37.760298999999996,-122.418892,62.0,Victoria Manalo Draves Park,37.77779057034257,-122.40643188357352,714,Subscriber,1979.0,Other,No,39.47,0.66,40,July,28,Saturday,16,Weekend,Afternoon,Adult,94110
1558300,947,2018-10-06 15:31:00.6880,2018-10-06 15:46:47.874,324.0,Union Square (Powell St at Post St),37.78829997815083,-122.40853071212769,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,2807,Subscriber,1995.0,Female,No,15.78,0.26,24,October,06,Saturday,15,Weekend,Afternoon,Young Adult,94102
115065,1106,2018-02-22 19:08:42.3850,2018-02-22 19:27:09.215,116.0,Mississippi St at 17th St,37.764802200000005,-122.3947713,55.0,Webster St at Grove St,37.7770527,-122.4295585,634,Subscriber,1973.0,Male,No,18.43,0.31,46,February,22,Thursday,19,Weekday,Evening,Adult,94107
271073,1145,2018-03-13 16:17:43.3400,2018-03-13 16:36:48.864,13.0,Commercial St at Montgomery St,37.794230999999996,-122.402923,126.0,Esprit Park,37.7616343,-122.3906477,3012,Customer,1974.0,Male,No,19.08,0.32,45,March,13,Tuesday,16,Weekday,Afternoon,Adult,94111
379363,236,2018-04-17 10:51:21.9300,2018-04-17 10:55:18.926,81.0,Berry St at 4th St,37.77588,-122.39317,93.0,4th St at Mission Bay Blvd S,37.770407399999996,-122.39119840000002,2157,Subscriber,1975.0,Female,No,3.93,0.07,44,April,17,Tuesday,10,Weekday,Morning,Adult,94107
1448268,333,2018-10-23 21:39:05.2490,2018-10-23 21:44:39.073,121.0,Mission Playground,37.75921029999999,-122.4213392,119.0,18th St at Noe St,37.7610471,-122.43264170000002,2016,Subscriber,1981.0,Male,No,5.55,0.09,38,October,23,Tuesday,21,Weekday,Evening,Adult,94110
1547896,543,2018-10-08 17:05:05.7100,2018-10-08 17:14:09.527,26.0,1st St at Folsom St,37.787290000000006,-122.39438,14.0,Clay St at Battery St,37.795001,-122.39997,1650,Subscriber,1990.0,Male,No,9.05,0.15,29,October,08,Monday,17,Weekday,Afternoon,Young Adult,94105
408371,266,2018-04-10 08:56:29.1610,2018-04-10 09:00:55.280,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,14.0,Clay St at Battery St,37.795001,-122.39997,3329,Subscriber,1991.0,Male,No,4.43,0.07,28,April,10,Tuesday,9,Weekday,Morning,Young Adult,94133
193615,410,2018-02-02 17:10:35.7580,2018-02-02 17:17:26.151,312.0,San Jose Diridon Station,37.329732,-121.90178200000001,308.0,San Pedro Square,37.336802,-121.89409009999999,1680,Subscriber,1991.0,Female,No,6.83,0.11,28,February,02,Friday,17,Weekday,Afternoon,Young Adult,95110
332949,318,2018-04-26 18:48:46.6560,2018-04-26 18:54:05.476,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759917,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,714,Subscriber,1979.0,Male,No,5.3,0.09,40,April,26,Thursday,18,Weekday,Afternoon,Adult,94103
1790987,1198,2018-12-16 08:11:26.0830,2018-12-16 08:31:24.852,93.0,4th St at Mission Bay Blvd S,37.770407399999996,-122.39119840000002,4.0,Cyril Magnin St at Ellis St,37.78588062694133,-122.4089150084319,4975,Subscriber,1968.0,Male,Yes,19.97,0.33,51,December,16,Sunday,8,Weekend,Morning,Adult,94158
1585058,4014,2018-10-02 17:41:04.6020,2018-10-02 18:47:59.143,317.0,San Salvador St at 9th St,37.333954999999996,-121.877349,317.0,San Salvador St at 9th St,37.333954999999996,-121.877349,2415,Customer,1998.0,Female,No,66.9,1.11,21,October,02,Tuesday,18,Weekday,Afternoon,Young Adult,95112
73698,551,2018-01-10 08:25:47.9930,2018-01-10 08:34:58.993,23.0,The Embarcadero at Steuart St,37.791464000000005,-122.391034,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,3621,Subscriber,1990.0,Female,No,9.18,0.15,29,January,10,Wednesday,8,Weekday,Morning,Young Adult,94105
1073483,251,2018-08-23 00:06:40.4600,2018-08-23 00:10:52.052,74.0,Laguna St at Hayes St,37.77643481920474,-122.42624402046205,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,3795,Subscriber,1994.0,Male,No,4.18,0.07,25,August,23,Thursday,0,Weekday,Evening,Young Adult,94102
680579,555,2018-06-22 12:16:18.4800,2018-06-22 12:25:34.091,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,4038,Customer,1984.0,Male,No,9.25,0.15,35,June,22,Friday,12,Weekday,Morning,Young Adult,94104
1767600,427,2018-12-20 09:12:40.9030,2018-12-20 09:19:48.451,305.0,Ryland Park,37.342725,-121.89561699999999,280.0,6th St at San Fernando St (Temporary Location),37.337038,-121.884125,3961,Subscriber,1993.0,Male,Yes,7.12,0.12,26,December,20,Thursday,9,Weekday,Morning,Young Adult,95112
1726240,920,2018-11-01 18:30:22.8510,2018-11-01 18:45:43.310,239.0,Bancroft Way at Telegraph Ave,37.8688126,-122.25876399999999,263.0,Channing Way at San Pablo Ave,37.862827100000004,-122.29023049999999,3629,Customer,1996.0,Male,No,15.33,0.26,23,November,01,Thursday,18,Weekday,Afternoon,Young Adult,94704
744446,280,2018-06-12 20:16:51.7720,2018-06-12 20:21:32.559,181.0,Grand Ave at Webster St,37.8113768,-122.2651925,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,1585,Subscriber,1986.0,Female,No,4.67,0.08,33,June,12,Tuesday,20,Weekday,Evening,Young Adult,94612
1690018,1145,2018-11-07 17:16:10.6720,2018-11-07 17:35:16.159,20.0,Mechanics Monument Plaza (Market St at Bush St),37.7913,-122.399051,55.0,Webster St at Grove St,37.7770527,-122.4295585,2718,Subscriber,1980.0,Female,No,19.08,0.32,39,November,07,Wednesday,17,Weekday,Afternoon,Adult,94111
99287,374,2018-02-27 20:45:51.5370,2018-02-27 20:52:05.640,220.0,San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217,196.0,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932,372,Subscriber,1983.0,Male,No,6.23,0.1,36,February,27,Tuesday,20,Weekday,Evening,Adult,94612
1741926,802,2018-12-28 17:02:50.8600,2018-12-28 17:16:13.799,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,24.0,Spear St at Folsom St,37.78967670000001,-122.39042849999998,1908,Customer,1995.0,Male,No,13.37,0.22,24,December,28,Friday,17,Weekday,Afternoon,Young Adult,94102
298112,568,2018-03-06 09:21:05.4920,2018-03-06 09:30:34.188,85.0,Church St at Duboce Ave,37.7700831,-122.42915570000001,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,3160,Subscriber,1982.0,Male,No,9.47,0.16,37,March,06,Tuesday,9,Weekday,Morning,Adult,94114
734658,400,2018-06-14 08:38:58.1100,2018-06-14 08:45:38.893,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,1140,Subscriber,1987.0,Female,No,6.67,0.11,32,June,14,Thursday,8,Weekday,Morning,Young Adult,94133
766600,584,2018-06-08 21:03:28.9370,2018-06-08 21:13:13.607,81.0,Berry St at 4th St,37.77588,-122.39317,114.0,Rhode Island St at 17th St,37.7644783,-122.40257009999999,3846,Subscriber,1989.0,Female,No,9.73,0.16,30,June,08,Friday,21,Weekday,Evening,Young Adult,94107
560177,1216,2018-05-11 11:46:33.1640,2018-05-11 12:06:50.030,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,3640,Customer,,,No,20.27,0.34,0,May,11,Friday,12,Weekday,Morning,Children,94103
575814,714,2018-05-09 08:34:15.1050,2018-05-09 08:46:09.678,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.39708600000002,93.0,4th St at Mission Bay Blvd S,37.770407399999996,-122.39119840000002,1506,Subscriber,1991.0,Male,No,11.9,0.2,28,May,09,Wednesday,8,Weekday,Morning,Young Adult,94105
455950,258,2018-05-30 09:16:51.8410,2018-05-30 09:21:10.482,188.0,Dover St at 57th St,37.8426295,-122.267738,241.0,Ashby BART Station,37.8524766,-122.2702132,1371,Subscriber,1976.0,Male,No,4.3,0.07,43,May,30,Wednesday,9,Weekday,Morning,Adult,94609
8320,1113,2018-01-30 08:27:34.9030,2018-01-30 08:46:08.853,141.0,Valencia St at Cesar Chavez St,37.747998100000004,-122.42021869999999,64.0,5th St at Brannan St,37.776753899999996,-122.3990176,770,Subscriber,1961.0,Male,No,18.55,0.31,58,January,30,Tuesday,8,Weekday,Morning,Senior,94110
680976,913,2018-06-22 10:44:44.4680,2018-06-22 10:59:58.266,216.0,San Pablo Ave at 27th St,37.8178269,-122.2756976,153.0,59th St at Horton St,37.84094520000001,-122.2913604,1357,Customer,1992.0,Female,No,15.22,0.25,27,June,22,Friday,10,Weekday,Morning,Young Adult,94612
1310982,466,2018-09-14 20:19:56.4190,2018-09-14 20:27:42.669,244.0,Shattuck Ave at Hearst Ave,37.87374820090019,-122.26864814758301,254.0,Vine St at Shattuck Ave,37.88022244590679,-122.26959228515624,2335,Subscriber,1974.0,Male,No,7.77,0.13,45,September,14,Friday,20,Weekday,Evening,Adult,94704
952070,118,2018-07-11 22:08:00.1370,2018-07-11 22:09:58.677,134.0,Valencia St at 24th St,37.7524278,-122.42062779999999,127.0,Valencia St at 21st St,37.7567083,-122.421025,4307,Subscriber,1989.0,Male,No,1.97,0.03,30,July,11,Wednesday,22,Weekday,Evening,Young Adult,94110
1843648,473,2018-12-05 17:51:07.4060,2018-12-05 17:59:00.689,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,112.0,Harrison St at 17th St,37.7638471,-122.41300359999998,2881,Subscriber,1981.0,Male,No,7.88,0.13,38,December,05,Wednesday,17,Weekday,Afternoon,Adult,94102
332050,253,2018-04-26 22:04:31.1620,2018-04-26 22:08:44.954,60.0,8th St at Ringold St,37.774520401136854,-122.4094493687153,89.0,Division St at Potrero Ave,37.76921786152374,-122.40764558315277,484,Subscriber,1956.0,Male,No,4.22,0.07,63,April,26,Thursday,22,Weekday,Evening,Senior,94103
146796,1217,2018-02-14 08:12:59.3270,2018-02-14 08:33:17.107,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,20.0,Mechanics Monument Plaza (Market St at Bush St),37.7913,-122.399051,2369,Subscriber,1997.0,Male,No,20.28,0.34,22,February,14,Wednesday,8,Weekday,Morning,Young Adult,94117
720295,1749,2018-06-16 11:09:38.8090,2018-06-16 11:38:48.363,84.0,Duboce Park,37.769200500000004,-122.4338119,72.0,Page St at Scott St,37.772406,-122.4356498,3144,Customer,1988.0,Female,No,29.15,0.49,31,June,16,Saturday,11,Weekend,Morning,Young Adult,94117
685450,347,2018-06-21 18:10:15.6800,2018-06-21 18:16:03.260,81.0,Berry St at 4th St,37.77588,-122.39317,27.0,Beale St at Harrison St,37.7880593,-122.39186480000001,1088,Subscriber,1985.0,Male,No,5.78,0.1,34,June,21,Thursday,18,Weekday,Afternoon,Young Adult,94107
1694162,4410,2018-11-07 07:05:06.9880,2018-11-07 08:18:37.689,16.0,Steuart St at Market St,37.794129999999996,-122.39443,104.0,4th St at 16th St,37.76704457969368,-122.39083349704742,114,Subscriber,1966.0,Female,No,73.5,1.23,53,November,07,Wednesday,8,Weekday,Morning,Adult,94105
991951,1400,2018-07-05 19:08:03.8400,2018-07-05 19:31:24.790,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,134.0,Valencia St at 24th St,37.7524278,-122.42062779999999,2519,Subscriber,1981.0,Female,No,23.33,0.39,38,July,05,Thursday,19,Weekday,Evening,Adult,94104
349463,418,2018-04-24 08:19:50.3300,2018-04-24 08:26:48.881,47.0,4th St at Harrison St,37.78095459960753,-122.39974915981293,24.0,Spear St at Folsom St,37.78967670000001,-122.39042849999998,526,Subscriber,1993.0,Male,No,6.97,0.12,26,April,24,Tuesday,8,Weekday,Morning,Young Adult,94107
836586,706,2018-07-29 11:15:08.4090,2018-07-29 11:26:55.129,305.0,Ryland Park,37.342725,-121.89561699999999,281.0,9th St at San Fernando,37.33839520000001,-121.8807965,1649,Subscriber,1992.0,Male,Yes,11.77,0.2,27,July,29,Sunday,11,Weekend,Morning,Young Adult,95112
1340823,377,2018-09-11 07:59:53.6450,2018-09-11 08:06:10.695,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,22.0,Howard St at Beale St,37.789756,-122.39464299999999,3355,Customer,1958.0,Male,No,6.28,0.1,61,September,11,Tuesday,8,Weekday,Morning,Senior,94133
959047,270,2018-07-11 08:11:00.0250,2018-07-11 08:15:30.459,179.0,Telegraph Ave at 27th St,37.816073115011406,-122.26788640022278,183.0,Telegraph Ave at 19th St,37.8087021,-122.26992709999999,1193,Customer,1990.0,Female,No,4.5,0.07,29,July,11,Wednesday,8,Weekday,Morning,Young Adult,94612
343062,456,2018-04-25 08:47:40.1480,2018-04-25 08:55:16.533,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,49.0,S Park St at 3rd St,37.7807601,-122.39498940000001,161,Subscriber,1988.0,Female,No,7.6,0.13,31,April,25,Wednesday,8,Weekday,Morning,Young Adult,94104
49132,771,2018-01-17 18:04:21.6270,2018-01-17 18:17:12.670,56.0,Koshland Park,37.77341396997343,-122.427316904068,45.0,5th St at Howard St,37.781752000000004,-122.40512700000001,634,Subscriber,1984.0,Female,No,12.85,0.21,35,January,17,Wednesday,18,Weekday,Afternoon,Young Adult,94102
1590346,291,2018-10-02 07:35:17.0830,2018-10-02 07:40:08.986,210.0,45th St at Manila,37.833293522232104,-122.25622415542604,176.0,MacArthur BART Station,37.82840997305853,-122.26631462574005,3756,Subscriber,1983.0,Male,No,4.85,0.08,36,October,02,Tuesday,7,Weekday,Morning,Adult,94609
1680341,473,2018-11-09 07:09:51.0240,2018-11-09 07:17:44.209,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,22.0,Howard St at Beale St,37.789756,-122.39464299999999,1860,Subscriber,1978.0,Male,No,7.88,0.13,41,November,09,Friday,7,Weekday,Morning,Adult,94107
943961,1263,2018-07-12 23:01:41.3650,2018-07-12 23:22:44.724,129.0,Harrison St at 20th St,37.758862,-122.412544,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,2702,Subscriber,1965.0,Female,No,21.05,0.35,54,July,12,Thursday,23,Weekday,Evening,Adult,94110
189395,581,2018-02-03 23:02:49.8980,2018-02-03 23:12:31.299,195.0,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331,182.0,19th Street BART Station,37.809012599999996,-122.2682473,3582,Subscriber,1992.0,Other,No,9.68,0.16,27,February,03,Saturday,23,Weekend,Evening,Young Adult,94610
1012649,957,2018-07-02 11:32:48.3550,2018-07-02 11:48:46.100,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,27.0,Beale St at Harrison St,37.7880593,-122.39186480000001,3934,Subscriber,1993.0,Male,No,15.95,0.27,26,July,02,Monday,11,Weekday,Morning,Young Adult,94115
1689217,445,2018-11-07 18:24:23.8330,2018-11-07 18:31:49.362,310.0,San Fernando St at 4th St,37.335885,-121.88566000000002,294.0,Pierce Ave at Market St,37.327581,-121.88455900000001,546,Subscriber,1993.0,Male,Yes,7.42,0.12,26,November,07,Wednesday,18,Weekday,Afternoon,Young Adult,95112
1416473,96,2018-10-29 09:36:59.8030,2018-10-29 09:38:36.516,129.0,Harrison St at 20th St,37.758862,-122.412544,112.0,Harrison St at 17th St,37.7638471,-122.41300359999998,3105,Subscriber,1983.0,Male,No,1.6,0.03,36,October,29,Monday,9,Weekday,Morning,Adult,94110
773539,506,2018-06-07 20:30:13.1180,2018-06-07 20:38:39.314,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.41592920000001,31.0,Raymond Kimbell Playground,37.783812709278116,-122.4345588684082,4044,Subscriber,1987.0,Male,No,8.43,0.14,32,June,07,Thursday,20,Weekday,Evening,Young Adult,94102
713843,3050,2018-06-17 19:52:45.5290,2018-06-17 20:43:36.310,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323335,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323335,4049,Subscriber,1975.0,Male,No,50.83,0.85,44,June,17,Sunday,20,Weekend,Evening,Adult,94115
1562604,372,2018-10-05 17:46:37.5860,2018-10-05 17:52:49.994,349.0,Howard St at Mary St,37.78100971717512,-122.40566611289978,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,34,Subscriber,1992.0,Male,No,6.2,0.1,27,October,05,Friday,17,Weekday,Afternoon,Young Adult,94103
1193265,543,2018-08-03 12:38:02.5140,2018-08-03 12:47:05.649,50.0,2nd St at Townsend St,37.780526,-122.39028799999998,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,3727,Subscriber,1963.0,Male,No,9.05,0.15,56,August,03,Friday,12,Weekday,Morning,Senior,94107
1042002,15760,2018-08-28 11:40:58.0660,2018-08-28 16:03:39.064,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553955,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,72,Customer,,,No,262.67,4.38,0,August,28,Tuesday,16,Weekday,Afternoon,Children,94102
1288990,186,2018-09-18 19:02:58.1790,2018-09-18 19:06:04.610,80.0,Townsend St at 5th St,37.7753058,-122.39738,90.0,Townsend St at 7th St,37.771058000000004,-122.402717,150,Subscriber,1989.0,Male,No,3.1,0.05,30,September,18,Tuesday,19,Weekday,Evening,Young Adult,94107
1400414,396,2018-10-31 14:39:47.8910,2018-10-31 14:46:24.384,50.0,2nd St at Townsend St,37.780526,-122.39028799999998,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,2215,Subscriber,1960.0,Male,No,6.6,0.11,59,October,31,Wednesday,14,Weekday,Afternoon,Senior,94107
168489,613,2018-02-08 17:43:53.0930,2018-02-08 17:54:06.944,60.0,8th St at Ringold St,37.774520401136854,-122.4094493687153,86.0,Market St at Dolores St,37.76930529999999,-122.4268256,3614,Subscriber,1977.0,Male,No,10.22,0.17,42,February,08,Thursday,17,Weekday,Afternoon,Adult,94103
695354,1149,2018-06-20 12:46:02.4670,2018-06-20 13:05:11.481,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759917,120.0,Mission Dolores Park,37.7614205,-122.4264353,4011,Customer,1996.0,Male,No,19.15,0.32,23,June,20,Wednesday,13,Weekday,Afternoon,Young Adult,94103
160209,804,2018-02-10 16:27:50.9170,2018-02-10 16:41:15.462,105.0,16th St at Prosper St,37.764285,-122.43180420000002,41.0,Golden Gate Ave at Polk St,37.78127,-122.41873999999999,2222,Subscriber,1989.0,Male,No,13.4,0.22,30,February,10,Saturday,16,Weekend,Afternoon,Young Adult,94114
1170233,388,2018-08-07 17:03:14.8670,2018-08-07 17:09:42.975,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,350.0,8th St at Brannan St,37.77143136292109,-122.40578681230544,3586,Subscriber,1994.0,Male,No,6.47,0.11,25,August,07,Tuesday,17,Weekday,Afternoon,Young Adult,94103
291925,250,2018-03-07 15:51:16.1100,2018-03-07 15:55:26.479,78.0,Folsom St at 9th St,37.7737172,-122.41164669999999,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.41592920000001,3125,Subscriber,1975.0,Male,No,4.17,0.07,44,March,07,Wednesday,15,Weekday,Afternoon,Adult,94103
1251403,311,2018-09-24 18:19:29.7030,2018-09-24 18:24:41.054,100.0,Bryant St at 15th St,37.7671004,-122.41066200000002,98.0,Valencia St at 16th St,37.765052000000004,-122.42186609999999,1988,Subscriber,1987.0,Male,No,5.18,0.09,32,September,24,Monday,18,Weekday,Afternoon,Young Adult,94103
1669612,700,2018-11-11 23:01:17.2000,2018-11-11 23:12:57.326,119.0,18th St at Noe St,37.7610471,-122.43264170000002,147.0,29th St at Tiffany Ave,37.744066700000005,-122.42147220000001,91,Customer,1991.0,Male,No,11.67,0.19,28,November,11,Sunday,23,Weekend,Evening,Young Adult,94114
482876,482,2018-05-24 19:04:02.5770,2018-05-24 19:12:05.331,308.0,San Pedro Square,37.336802,-121.89409009999999,289.0,5th St at Taylor St,37.351017299999995,-121.89592090000001,1917,Subscriber,1959.0,Male,No,8.03,0.13,60,May,24,Thursday,19,Weekday,Evening,Senior,95110
173249,618,2018-02-07 18:32:03.4030,2018-02-07 18:42:21.849,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,1757,Subscriber,1995.0,Male,No,10.3,0.17,24,February,07,Wednesday,18,Weekday,Afternoon,Young Adult,94104
1093572,328,2018-08-20 08:43:52.5500,2018-08-20 08:49:20.909,60.0,8th St at Ringold St,37.774520401136854,-122.4094493687153,36.0,Folsom St at 3rd St,37.78383,-122.39887,3071,Customer,1992.0,Male,No,5.47,0.09,27,August,20,Monday,8,Weekday,Morning,Young Adult,94103
353457,1547,2018-04-23 10:27:45.0170,2018-04-23 10:53:32.246,36.0,Folsom St at 3rd St,37.78383,-122.39887,8.0,The Embarcadero at Vallejo St,37.799953,-122.398525,1587,Subscriber,1987.0,Male,No,25.78,0.43,32,April,23,Monday,10,Weekday,Morning,Young Adult,94103
1573294,297,2018-10-04 09:54:30.2270,2018-10-04 09:59:27.743,343.0,Bryant St at 2nd St,37.783171989315306,-122.39357203245164,22.0,Howard St at Beale St,37.789756,-122.39464299999999,3881,Subscriber,1983.0,Male,No,4.95,0.08,36,October,04,Thursday,9,Weekday,Morning,Adult,94107
371581,716,2018-04-18 19:34:17.0010,2018-04-18 19:46:13.652,277.0,Morrison Ave at Julian St,37.3336577,-121.90858590000002,283.0,Delmas Ave and San Fernando St,37.3302641,-121.8977018,1301,Customer,1994.0,Male,No,11.93,0.2,25,April,18,Wednesday,19,Weekday,Evening,Young Adult,95126
1243474,749,2018-09-25 18:44:03.7430,2018-09-25 18:56:32.770,149.0,Emeryville Town Hall,37.8312752,-122.28563329999999,157.0,65th St at Hollis St,37.8467842,-122.2913761,605,Customer,1996.0,Female,No,12.48,0.21,23,September,25,Tuesday,18,Weekday,Afternoon,Young Adult,94608
467912,2994,2018-05-28 09:52:14.2230,2018-05-28 10:42:09.005,63.0,Bryant St at 6th St,37.77591022233337,-122.40257500673576,80.0,Townsend St at 5th St,37.7753058,-122.39738,4031,Subscriber,1987.0,Male,No,49.9,0.83,32,May,28,Monday,10,Weekday,Morning,Young Adult,94103
1473156,649,2018-10-19 15:33:22.6250,2018-10-19 15:44:11.813,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759917,89.0,Division St at Potrero Ave,37.76921786152374,-122.40764558315277,2796,Subscriber,1989.0,Male,No,10.82,0.18,30,October,19,Friday,15,Weekday,Afternoon,Young Adult,94103
1107158,811,2018-08-17 09:13:59.7460,2018-08-17 09:27:30.820,122.0,19th St at Mission St,37.760298999999996,-122.418892,321.0,5th St at Folsom,37.78014570345598,-122.40307085237872,1147,Subscriber,1997.0,Male,No,13.52,0.23,22,August,17,Friday,9,Weekday,Morning,Young Adult,94110
1740067,738,2018-12-29 12:51:45.2730,2018-12-29 13:04:03.708,368.0,Myrtle St at Polk St,37.785433827868225,-122.41962164640428,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,5338,Subscriber,1989.0,Male,No,12.3,0.21,30,December,29,Saturday,13,Weekend,Afternoon,Young Adult,94109
1532017,333,2018-10-10 17:56:26.2020,2018-10-10 18:01:59.792,356.0,Valencia St at Clinton Park,37.769188178104585,-122.42228507995605,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,1360,Subscriber,1963.0,Male,Yes,5.55,0.09,56,October,10,Wednesday,18,Weekday,Afternoon,Senior,94103
59484,392,2018-01-14 17:27:39.8480,2018-01-14 17:34:12.410,26.0,1st St at Folsom St,37.787290000000006,-122.39438,45.0,5th St at Howard St,37.781752000000004,-122.40512700000001,2034,Subscriber,1989.0,Male,No,6.53,0.11,30,January,14,Sunday,17,Weekend,Afternoon,Young Adult,94105
567863,1075,2018-05-10 10:42:14.0490,2018-05-10 11:00:09.106,31.0,Raymond Kimbell Playground,37.783812709278116,-122.4345588684082,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,3906,Customer,1987.0,Male,No,17.92,0.3,32,May,10,Thursday,11,Weekday,Morning,Young Adult,94115
1715255,498,2018-11-03 16:23:12.7170,2018-11-03 16:31:31.178,159.0,24th St at Market St,37.8160598,-122.27824440000002,160.0,West Oakland BART Station,37.805318299999996,-122.2948365,1970,Subscriber,1993.0,Male,No,8.3,0.14,26,November,03,Saturday,16,Weekend,Afternoon,Young Adult,94607
1740150,1286,2018-12-29 12:25:13.4820,2018-12-29 12:46:39.738,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,4966,Customer,1992.0,Male,No,21.43,0.36,27,December,29,Saturday,12,Weekend,Morning,Young Adult,94102
1371397,346,2018-09-06 07:48:25.1690,2018-09-06 07:54:12.035,27.0,Beale St at Harrison St,37.7880593,-122.39186480000001,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,4428,Subscriber,1986.0,Female,No,5.77,0.1,33,September,06,Thursday,7,Weekday,Morning,Young Adult,94105
886554,2348,2018-07-21 14:46:27.3230,2018-07-21 15:25:35.535,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,285.0,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732,1461,Customer,,,No,39.13,0.65,0,July,21,Saturday,15,Weekend,Afternoon,Children,94133
731475,1483,2018-06-14 16:12:47.4400,2018-06-14 16:37:30.509,14.0,Clay St at Battery St,37.795001,-122.39997,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.776639200000005,-122.3955263,2829,Customer,,,No,24.72,0.41,0,June,14,Thursday,16,Weekday,Afternoon,Children,94111
